date,open,high,low,close,adjClose,volume,symbol,technicals_ema8,technicals_sma20,technicals_sma50,technicals_stddev20,technicals_rsi14,technicals_cci50,technicals_cci5,technicals_snapback,technicals_hasCherries,technicals_avgVolume,technicals_macd,technicals_macdSignal,technicals_macdHistogram,technicals_atr8,technicals_ema8w,technicals_sma20w,technicals_ema8m,technicals_cci50w,technicals_cci5w,scores_ema8,scores_sma20,scores_sma50,scores_ema8w,scores_sma20w,scores_ema8m,scores_snapback,scores_snapStrength,scores_snapTiming,scores_guruScoreEMA8,scores_guruScoreSMA20,scores_guruScoreSMA50
2016-07-15T04:00:00.000Z,24.24,24.68,24.07,24.549999,24.549999,1185000,XON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-18T04:00:00.000Z,24.639999,25.530001,24.440001,25.450001,25.450001,820700,XON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-19T04:00:00.000Z,25.059999,25.639999,22.879999,23.08,23.08,2840300,XON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20T04:00:00.000Z,23.469999,24.75,23.389999,24.549999,24.549999,1376500,XON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-21T04:00:00.000Z,24.879999,25.299999,23.969999,24.33,24.33,1203400,XON,,,,,,,19.500455653260918,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22T04:00:00.000Z,24.43,24.639999,23.98,24.01,24.01,737600,XON,,,,,,,-35.17395683851988,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-25T04:00:00.000Z,24.030001,24.59,23.870001,24.379999,24.379999,860500,XON,,,,,,,25.13485485310807,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-26T04:00:00.000Z,24.26,24.92,23.83,24.610001,24.610001,706300,XON,24.369999875,,,,,,61.40379732206239,,,,,,,,,,,,,97.75756735413414,,,,,,,,,,,
2016-07-27T04:00:00.000Z,24.629999,25.620001,24.6,25.57,25.57,811700,XON,24.636666569444447,,,,,,166.66666666666626,,,,,,,1.2924998749999999,,,,,,81.182548313943,,,,,,,,,,,
2016-07-28T04:00:00.000Z,25.4,25.74,24.33,24.709999,24.709999,749800,XON,24.652962665123457,,,,,,53.38072360616825,,,,,,,1.3071873906249998,,,,,,98.94853280946097,,,,,,,,,,,
2016-07-29T04:00:00.000Z,24.65,25.629999,24.450001,25.33,25.33,845300,XON,24.803415406207133,,,,,,60.753494181174126,,,,,,,1.291288716796875,,,,,,93.9523626925886,,,,,,,,,,,
2016-08-01T04:00:00.000Z,25.27,27.85,25.26,27.379999,27.379999,2373400,XON,25.375989538161104,,,,,,166.6666666666665,,,,,,,1.4536276271972657,,,,,,22.395424309542445,,,,,,,,,,,
2016-08-02T04:00:00.000Z,27.59,28,25.540001,26.23,26.23,1768300,XON,25.56576964079197,,,,,,72.92392435808483,,,,,,,1.5794240487976074,,,,,,91.32037186616664,,,,,,,,,,,
2016-08-03T04:00:00.000Z,26.370001,29,26.290001,28.389999,28.389999,2827300,XON,26.19337616506042,,,,,,108.41597001926435,,,,,,,1.7282460426979065,,,,,,16.992271185547136,,,,,,,,,,,
2016-08-04T04:00:00.000Z,28.65,29.25,27.51,27.68,27.68,1505900,XON,26.523737017269216,,,,60.87561229156444,,92.92348071875614,,,,,,,1.729715287360668,,,,,,74.41713554328338,,,,,,,,,,,
