date,open,high,low,close,adjClose,volume,symbol,technicals_ema8,technicals_sma20,technicals_sma50,technicals_stddev20,technicals_rsi14,technicals_cci50,technicals_cci5,technicals_snapback,technicals_hasCherries,technicals_avgVolume,technicals_macd,technicals_macdSignal,technicals_macdHistogram,technicals_atr8,technicals_ema8w,technicals_sma20w,technicals_ema8m,technicals_cci50w,technicals_cci5w,scores_ema8,scores_sma20,scores_sma50,scores_ema8w,scores_sma20w,scores_ema8m,scores_snapback,scores_snapStrength,scores_snapTiming,scores_guruScoreEMA8,scores_guruScoreSMA20,scores_guruScoreSMA50
2016-07-15T04:00:00.000Z,12.61,12.68,12.13,12.15,12.15,11340900,RIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-18T04:00:00.000Z,12.2,12.27,11.89,12.26,12.26,10765500,RIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-19T04:00:00.000Z,12.22,12.22,12,12.09,12.09,9161800,RIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20T04:00:00.000Z,11.99,12.3,11.64,12.15,12.15,12341400,RIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-21T04:00:00.000Z,12.13,12.55,12.07,12.13,12.13,9977400,RIG,,,,,,,58.26170009551112,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22T04:00:00.000Z,12.2,12.23,11.36,11.38,11.38,20482700,RIG,,,,,,,-164.07151095732402,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-25T04:00:00.000Z,11.27,11.36,10.93,11.09,11.09,14549700,RIG,,,,,,,-133.33333333333306,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-26T04:00:00.000Z,11.06,11.38,11,11.14,11.14,10811800,RIG,11.79875,,,,,,-79.4235924932972,,,,,,,,,,,,,56.62018948941259,,,,,,,,,,,
2016-07-27T04:00:00.000Z,11.21,11.54,10.58,10.68,10.68,22590600,RIG,11.550138888888888,,,,,,-78.46869712351952,,,,,,,0.5550000000000002,,,,,,26.97954400150937,,,,,,,,,,,
2016-07-28T04:00:00.000Z,10.78,11.06,10.59,10.74,10.74,11975900,RIG,11.370108024691358,,,,,,-102.2408963585429,,,,,,,0.5443750000000003,,,,,,57.27116950379574,,,,,,,,,,,
2016-07-29T04:00:00.000Z,10.67,11.06,10.46,10.99,10.99,12547700,RIG,11.285639574759946,,,,,,-64.46540880503076,,,,,,,0.5513281250000002,,,,,,91.18373872950264,,,,,,,,,,,
2016-08-01T04:00:00.000Z,10.65,10.72,10.19,10.25,10.25,22557300,RIG,11.055497447035513,,,,,,-156.44317641464562,,,,,,,0.5824121093750002,,,,,,30.349388952033117,,,,,,,,,,,
2016-08-02T04:00:00.000Z,10.39,10.49,9.88,10.05,10.05,16017000,RIG,10.83205356991651,,,,,,-112.2576610381486,,,,,,,0.5858605957031251,,,,,,31.280199001430443,,,,,,,,,,,
2016-08-03T04:00:00.000Z,10.04,10.45,9.97,10.45,10.45,14588900,RIG,10.74715277660173,,,,,,-51.020408163265124,,,,,,,0.5726280212402343,,,,,,90.21711448577769,,,,,,,,,,,
