date,open,high,low,close,adjClose,volume,symbol,technicals_ema8,technicals_sma20,technicals_sma50,technicals_stddev20,technicals_rsi14,technicals_cci50,technicals_cci5,technicals_snapback,technicals_hasCherries,technicals_avgVolume,technicals_macd,technicals_macdSignal,technicals_macdHistogram,technicals_atr8,technicals_ema8w,technicals_sma20w,technicals_ema8m,technicals_cci50w,technicals_cci5w,scores_ema8,scores_sma20,scores_sma50,scores_ema8w,scores_sma20w,scores_ema8m,scores_snapback,scores_snapStrength,scores_snapTiming,scores_guruScoreEMA8,scores_guruScoreSMA20,scores_guruScoreSMA50
2016-07-15T04:00:00.000Z,4.9,5.03,4.74,5.02,5.02,216000,OCUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-18T04:00:00.000Z,5,5.3,4.865,5.02,5.02,428000,OCUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-19T04:00:00.000Z,5.05,5.15,4.74,4.85,4.85,340400,OCUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20T04:00:00.000Z,4.99,5.28,4.9,5.24,5.24,447900,OCUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-21T04:00:00.000Z,5.39,5.56,5.06,5.15,5.15,533000,OCUL,,,,,,,117.98878205128176,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22T04:00:00.000Z,5.12,5.27,4.86,5.17,5.17,709100,OCUL,,,,,,,4.420176807072143,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-25T04:00:00.000Z,4.86,5.23,4.37,4.42,4.42,1859700,OCUL,,,,,,,-128.1094527363188,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-26T04:00:00.000Z,4.43,4.75,4.34,4.64,4.64,510400,OCUL,4.938750000000001,,,,,,-95.75196985268936,,,,,,,,,,,,,49.21650390477894,,,,,,,,,,,
2016-07-27T04:00:00.000Z,4.68,4.85,4.62,4.65,4.65,489300,OCUL,4.874583333333334,,,,,,-41.182682154171445,,,,,,,0.46062499999999995,,,,,,71.12729894467319,,,,,,,,,,,
2016-07-28T04:00:00.000Z,4.65,4.7,4.46,4.5,4.5,295600,OCUL,4.791342592592593,,,,,,-74.36801881246326,,,,,,,0.433046875,,,,,,48.7139613297082,,,,,,,,,,,
2016-07-29T04:00:00.000Z,4.44,4.5,4.27,4.37,4.37,379600,OCUL,4.697710905349795,,,,,,-147.3214285714294,,,,,,,0.40766601562500004,,,,,,34.81248239803452,,,,,,,,,,,
2016-08-01T04:00:00.000Z,4.39,4.53,4.33,4.38,4.38,247700,OCUL,4.62710848193873,,,,,,-72.59450171821366,,,,,,,0.3817077636718751,,,,,,60.40404654750038,,,,,,,,,,,
2016-08-02T04:00:00.000Z,4.35,4.41,4.11,4.17,4.17,326300,OCUL,4.525528819285679,,,,,,-108.9743589743592,,,,,,,0.3714942932128907,,,,,,22.891374265863305,,,,,,,,,,,
2016-08-03T04:00:00.000Z,4.11,4.24,4.04,4.2,4.2,414200,OCUL,4.453189081666639,,,,,,-102.47994164843163,,,,,,,0.3500575065612794,,,,,,55.00441551278493,,,,,,,,,,,
2016-08-04T04:00:00.000Z,5.37,5.95,5.09,5.63,5.63,6983900,OCUL,4.714702619074052,,,,58.44875346260389,,166.66666666666654,,,,,,,0.5250503182411195,,,,,,0.000004036870993040509,,,,,,,,,,,
